readfile	mapping_type	sequence_length	sequence_count	read_count
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/33-fastp-adapters-polyG-31bp-merged_condensed.bam	R	22	4424	11380
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/33-fastp-adapters-polyG-31bp-merged_condensed.bam	R	23	5559	20723
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/33-fastp-adapters-polyG-31bp-merged_condensed.bam	R	24	8468	16504
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/33-fastp-adapters-polyG-31bp-merged_condensed.bam	R	>24	341900	1570869
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/33-fastp-adapters-polyG-31bp-merged_condensed.bam	H	<21	7446	17992
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/33-fastp-adapters-polyG-31bp-merged_condensed.bam	H	21	2658	7429
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/33-fastp-adapters-polyG-31bp-merged_condensed.bam	H	22	2946	8791
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/33-fastp-adapters-polyG-31bp-merged_condensed.bam	H	23	3045	6626
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/33-fastp-adapters-polyG-31bp-merged_condensed.bam	H	24	4116	9659
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/33-fastp-adapters-polyG-31bp-merged_condensed.bam	H	>24	110235	540842
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/33-fastp-adapters-polyG-31bp-merged_condensed.bam	N	<21	19841	38948
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/33-fastp-adapters-polyG-31bp-merged_condensed.bam	N	21	10324	20170
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/33-fastp-adapters-polyG-31bp-merged_condensed.bam	N	22	12417	24779
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/33-fastp-adapters-polyG-31bp-merged_condensed.bam	N	23	14616	28826
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/33-fastp-adapters-polyG-31bp-merged_condensed.bam	N	24	19541	44007
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/33-fastp-adapters-polyG-31bp-merged_condensed.bam	N	>24	856207	2944324
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/341-fastp-adapters-polyG-31bp-merged_condensed.bam	U	<21	15950	55844
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/341-fastp-adapters-polyG-31bp-merged_condensed.bam	U	21	7826	26234
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/341-fastp-adapters-polyG-31bp-merged_condensed.bam	U	22	10446	102659
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/341-fastp-adapters-polyG-31bp-merged_condensed.bam	U	23	13762	202304
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/341-fastp-adapters-polyG-31bp-merged_condensed.bam	U	24	21204	66502
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/341-fastp-adapters-polyG-31bp-merged_condensed.bam	U	>24	790520	4969876
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/341-fastp-adapters-polyG-31bp-merged_condensed.bam	P	<21	22340	697720
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/341-fastp-adapters-polyG-31bp-merged_condensed.bam	P	21	8341	27338
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/341-fastp-adapters-polyG-31bp-merged_condensed.bam	P	22	10198	50242
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/341-fastp-adapters-polyG-31bp-merged_condensed.bam	P	23	13306	53610
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/341-fastp-adapters-polyG-31bp-merged_condensed.bam	P	24	20080	61610
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/341-fastp-adapters-polyG-31bp-merged_condensed.bam	P	>24	555337	3991973
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/341-fastp-adapters-polyG-31bp-merged_condensed.bam	R	<21	9125	17744
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/341-fastp-adapters-polyG-31bp-merged_condensed.bam	R	21	3466	6587
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/341-fastp-adapters-polyG-31bp-merged_condensed.bam	R	22	4542	11240
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/341-fastp-adapters-polyG-31bp-merged_condensed.bam	R	23	5635	11954
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/341-fastp-adapters-polyG-31bp-merged_condensed.bam	R	24	9095	20457
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/341-fastp-adapters-polyG-31bp-merged_condensed.bam	R	>24	354366	1666675
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/341-fastp-adapters-polyG-31bp-merged_condensed.bam	H	<21	6809	15231
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/341-fastp-adapters-polyG-31bp-merged_condensed.bam	H	21	2524	6031
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/341-fastp-adapters-polyG-31bp-merged_condensed.bam	H	22	3052	6973
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/341-fastp-adapters-polyG-31bp-merged_condensed.bam	H	23	2916	6614
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/341-fastp-adapters-polyG-31bp-merged_condensed.bam	H	24	4238	9778
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/341-fastp-adapters-polyG-31bp-merged_condensed.bam	H	>24	109314	569716
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/341-fastp-adapters-polyG-31bp-merged_condensed.bam	N	<21	7902	16732
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/341-fastp-adapters-polyG-31bp-merged_condensed.bam	N	21	4814	9047
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/341-fastp-adapters-polyG-31bp-merged_condensed.bam	N	22	7212	13863
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/341-fastp-adapters-polyG-31bp-merged_condensed.bam	N	23	9605	19458
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/341-fastp-adapters-polyG-31bp-merged_condensed.bam	N	24	14419	28659
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/341-fastp-adapters-polyG-31bp-merged_condensed.bam	N	>24	776255	2961099
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/34-fastp-adapters-polyG-31bp-merged_condensed.bam	U	<21	23929	78636
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/34-fastp-adapters-polyG-31bp-merged_condensed.bam	U	21	10854	33845
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/34-fastp-adapters-polyG-31bp-merged_condensed.bam	U	22	14171	103857
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/34-fastp-adapters-polyG-31bp-merged_condensed.bam	U	23	18127	238039
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/34-fastp-adapters-polyG-31bp-merged_condensed.bam	U	24	27019	83501
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/34-fastp-adapters-polyG-31bp-merged_condensed.bam	U	>24	960351	6480806
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/34-fastp-adapters-polyG-31bp-merged_condensed.bam	P	<21	29755	560865
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/34-fastp-adapters-polyG-31bp-merged_condensed.bam	P	21	11021	32340
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/34-fastp-adapters-polyG-31bp-merged_condensed.bam	P	22	13134	58417
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/34-fastp-adapters-polyG-31bp-merged_condensed.bam	P	23	16730	57854
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/34-fastp-adapters-polyG-31bp-merged_condensed.bam	P	24	24578	72634
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/34-fastp-adapters-polyG-31bp-merged_condensed.bam	P	>24	655211	4976595
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/34-fastp-adapters-polyG-31bp-merged_condensed.bam	R	<21	11923	21800
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/34-fastp-adapters-polyG-31bp-merged_condensed.bam	R	21	3963	8265
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/34-fastp-adapters-polyG-31bp-merged_condensed.bam	R	22	5161	13180
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/34-fastp-adapters-polyG-31bp-merged_condensed.bam	R	23	6378	12106
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/34-fastp-adapters-polyG-31bp-merged_condensed.bam	R	24	9973	21705
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/34-fastp-adapters-polyG-31bp-merged_condensed.bam	R	>24	378115	1847691
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/34-fastp-adapters-polyG-31bp-merged_condensed.bam	H	<21	7211	16820
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/34-fastp-adapters-polyG-31bp-merged_condensed.bam	H	21	2513	5352
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/34-fastp-adapters-polyG-31bp-merged_condensed.bam	H	22	2787	5967
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/34-fastp-adapters-polyG-31bp-merged_condensed.bam	H	23	2852	5531
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/34-fastp-adapters-polyG-31bp-merged_condensed.bam	H	24	3939	8595
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/34-fastp-adapters-polyG-31bp-merged_condensed.bam	H	>24	102009	501103
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/34-fastp-adapters-polyG-31bp-merged_condensed.bam	N	<21	22873	45074
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/34-fastp-adapters-polyG-31bp-merged_condensed.bam	N	21	11877	25327
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/34-fastp-adapters-polyG-31bp-merged_condensed.bam	N	22	14439	28403
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/34-fastp-adapters-polyG-31bp-merged_condensed.bam	N	23	17110	33421
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/34-fastp-adapters-polyG-31bp-merged_condensed.bam	N	24	22607	46045
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/34-fastp-adapters-polyG-31bp-merged_condensed.bam	N	>24	943043	3535803
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/35-fastp-adapters-polyG-31bp-merged_condensed.bam	U	<21	22563	68886
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/35-fastp-adapters-polyG-31bp-merged_condensed.bam	U	21	9314	31778
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/35-fastp-adapters-polyG-31bp-merged_condensed.bam	U	22	12124	109643
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/35-fastp-adapters-polyG-31bp-merged_condensed.bam	U	23	14812	209735
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/35-fastp-adapters-polyG-31bp-merged_condensed.bam	U	24	20846	66333
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/35-fastp-adapters-polyG-31bp-merged_condensed.bam	U	>24	732774	4725261
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/35-fastp-adapters-polyG-31bp-merged_condensed.bam	P	<21	24894	511784
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/35-fastp-adapters-polyG-31bp-merged_condensed.bam	P	21	9216	25608
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/35-fastp-adapters-polyG-31bp-merged_condensed.bam	P	22	11154	50108
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/35-fastp-adapters-polyG-31bp-merged_condensed.bam	P	23	13368	49366
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/35-fastp-adapters-polyG-31bp-merged_condensed.bam	P	24	18595	52205
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/35-fastp-adapters-polyG-31bp-merged_condensed.bam	P	>24	485575	3601391
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/35-fastp-adapters-polyG-31bp-merged_condensed.bam	R	<21	12677	22399
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/35-fastp-adapters-polyG-31bp-merged_condensed.bam	R	21	3817	6430
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/35-fastp-adapters-polyG-31bp-merged_condensed.bam	R	22	4865	11496
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/35-fastp-adapters-polyG-31bp-merged_condensed.bam	R	23	5590	10659
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/35-fastp-adapters-polyG-31bp-merged_condensed.bam	R	24	8367	16933
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/35-fastp-adapters-polyG-31bp-merged_condensed.bam	R	>24	311065	1361119
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/35-fastp-adapters-polyG-31bp-merged_condensed.bam	H	<21	6679	13786
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/35-fastp-adapters-polyG-31bp-merged_condensed.bam	H	21	2337	4688
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/35-fastp-adapters-polyG-31bp-merged_condensed.bam	H	22	2849	6588
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/35-fastp-adapters-polyG-31bp-merged_condensed.bam	H	23	2564	4814
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/35-fastp-adapters-polyG-31bp-merged_condensed.bam	H	24	3444	7248
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/35-fastp-adapters-polyG-31bp-merged_condensed.bam	H	>24	89794	447831
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/35-fastp-adapters-polyG-31bp-merged_condensed.bam	N	<21	36215	66496
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/35-fastp-adapters-polyG-31bp-merged_condensed.bam	N	21	16073	32576
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/35-fastp-adapters-polyG-31bp-merged_condensed.bam	N	22	17794	32249
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/35-fastp-adapters-polyG-31bp-merged_condensed.bam	N	23	19120	34762
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/35-fastp-adapters-polyG-31bp-merged_condensed.bam	N	24	22672	42817
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/35-fastp-adapters-polyG-31bp-merged_condensed.bam	N	>24	740973	2597050
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/363-fastp-adapters-polyG-31bp-merged_condensed.bam	U	<21	19001	65866
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/363-fastp-adapters-polyG-31bp-merged_condensed.bam	U	21	8716	27774
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/363-fastp-adapters-polyG-31bp-merged_condensed.bam	U	22	11569	103589
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/363-fastp-adapters-polyG-31bp-merged_condensed.bam	U	23	15534	192945
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/363-fastp-adapters-polyG-31bp-merged_condensed.bam	U	24	23745	77546
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/363-fastp-adapters-polyG-31bp-merged_condensed.bam	U	>24	820902	5716528
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/363-fastp-adapters-polyG-31bp-merged_condensed.bam	P	<21	24361	553594
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/363-fastp-adapters-polyG-31bp-merged_condensed.bam	P	21	8717	25915
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/363-fastp-adapters-polyG-31bp-merged_condensed.bam	P	22	10579	49646
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/363-fastp-adapters-polyG-31bp-merged_condensed.bam	P	23	13854	43551
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/363-fastp-adapters-polyG-31bp-merged_condensed.bam	P	24	20748	63272
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/363-fastp-adapters-polyG-31bp-merged_condensed.bam	P	>24	543538	4884177
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/363-fastp-adapters-polyG-31bp-merged_condensed.bam	R	<21	10250	19388
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/363-fastp-adapters-polyG-31bp-merged_condensed.bam	R	21	3406	6666
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/363-fastp-adapters-polyG-31bp-merged_condensed.bam	R	22	4373	11327
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/363-fastp-adapters-polyG-31bp-merged_condensed.bam	R	23	5629	22613
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/363-fastp-adapters-polyG-31bp-merged_condensed.bam	R	24	9034	21199
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/363-fastp-adapters-polyG-31bp-merged_condensed.bam	R	>24	332180	1631304
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/363-fastp-adapters-polyG-31bp-merged_condensed.bam	H	<21	6610	15749
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/363-fastp-adapters-polyG-31bp-merged_condensed.bam	H	21	2102	5184
/home/shared/8TB_HDD_01/sam/gitrepos/RobertsLab/project-clam-oa/output/02.00-ShortStack-31bp-fastp-merged/ShortStack_out/363-fastp-adapters-polyG-31bp-merged_condensed.bam	H	22	2592	7541
